1000, 499500, 1000, 26.119048
10000, 49995000, 10000, 552.390197
100000, 704982704, 100000, 127472.650958
150000, 1634976888, 150000, 298780.394548
20000, 199990000, 20000, 3034.470767
235886, 2051180779, 235886, 931440.127899
40000, 799980000, 40000, 18925.180087
500, 124750, 500, 8.573673
5000, 12497500, 5000, 163.763387
50000, 1249975000, 50000, 32086.771563
60000, 1799970000, 60000, 47969.275093
7500, 28121250, 7500, 264.311105
75000, 1482504796, 75000, 54439.881189
