1000, 8718, 0, 0.126897
10000, 120463, 0, 0.113247
100000, 1536458, 0, 0.237924
150000, 2392228, 0, 0.199936
20000, 260969, 0, 0.11851
235886, 3914910, 0, 0.249106
40000, 561860, 0, 0.186963
500, 3858, 0, 0.125456
5000, 55237, 0, 0.169985
50000, 718243, 0, 0.251704
60000, 877144, 0, 0.230496
7500, 87195, 0, 0.113277
75000, 1121154, 0, 0.291742
