1000, 11984, 2348, 4.987076
10000, 180569, 31062, 17.431478
100000, 2241717, 390837, 159.239929
150000, 3708027, 598751, 148.327053
20000, 396732, 66105, 31.55475
235886, 5859588, 987794, 265.62971
40000, 875184, 142477, 172.100835
500, 5105, 1072, 1.902086
5000, 86458, 14181, 11.099165
50000, 1078086, 182772, 129.912931
60000, 1298379, 223834, 112.746057
7500, 120581, 23068, 19.531917
75000, 1721187, 282558, 84.717131
